SECT,Sector,CLAS,Classification,COU,Country,YEA,Year,EEA_STRI,Flag Codes,Flags
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.037608936,,
LSCUS,Logistics customs brokerage,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.037608936,,
PSACC,Accounting,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.0791196,,
PSACC,Accounting,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.0791196,,
PSACC,Accounting,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.0791196,,
PSACC,Accounting,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.0791196,,
PSACC,Accounting,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.0791196,,
PSARC,Architecture,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.047562249,,
PSARC,Architecture,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.047562249,,
PSARC,Architecture,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.047562249,,
PSARC,Architecture,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.047562249,,
PSARC,Architecture,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.047562249,,
PSENG,Engineering,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.024594355,,
PSENG,Engineering,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.024594355,,
PSENG,Engineering,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.024594355,,
PSENG,Engineering,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.024594355,,
PSENG,Engineering,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.024594355,,
PSLEG,Legal,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.083252892,,
PSLEG,Legal,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.083252892,,
PSLEG,Legal,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.083252892,,
PSLEG,Legal,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.083252892,,
PSLEG,Legal,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.083252892,,
ASMOT,Motion pictures,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.044813119,,
ASMOT,Motion pictures,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.044813119,,
ASMOT,Motion pictures,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.02750233,,
ASMOT,Motion pictures,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.02750233,,
ASMOT,Motion pictures,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.02750233,,
ASBRD,Broadcasting,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.073989667,,
ASBRD,Broadcasting,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.073989667,,
ASBRD,Broadcasting,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.066089332,,
ASBRD,Broadcasting,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.066089332,,
ASBRD,Broadcasting,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.066089332,,
ASSOU,Sound recording,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.065746218,,
ASSOU,Sound recording,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.065746218,,
ASSOU,Sound recording,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.032873109,,
ASSOU,Sound recording,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.032873109,,
ASSOU,Sound recording,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.032873109,,
TC,Telecom,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.026214644,,
TRAIR,Air transport,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.160356358,,
TRAIR,Air transport,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.160356358,,
TRAIR,Air transport,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.148861274,,
TRAIR,Air transport,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.148861274,,
TRAIR,Air transport,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.148861274,,
TRMAR,Maritime transport,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.083333328,,
TRMAR,Maritime transport,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.083333328,,
TRMAR,Maritime transport,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.083333328,,
TRMAR,Maritime transport,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.083333328,,
TRMAR,Maritime transport,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.083333328,,
TRROF,Road freight transport,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.012121212,,
TRROF,Road freight transport,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.012121212,,
TRROF,Road freight transport,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.012121212,,
TRROF,Road freight transport,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.012121212,,
TRROF,Road freight transport,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.012121212,,
TRRAI,Rail freight transport,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.087217979,,
TRRAI,Rail freight transport,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.087217979,,
TRRAI,Rail freight transport,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.087217979,,
TRRAI,Rail freight transport,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.087217979,,
TRRAI,Rail freight transport,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.087217979,,
CR,Courier,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.048219822,,
CR,Courier,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.048219822,,
CR,Courier,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.048219822,,
CR,Courier,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.048219822,,
CR,Courier,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.048219822,,
DS,Distribution,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.06285283,,
DS,Distribution,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.06285283,,
DS,Distribution,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.055114854,,
DS,Distribution,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.055114854,,
DS,Distribution,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.055114854,,
FSBNK,Commercial banking,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.040502518,,
FSBNK,Commercial banking,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.040502518,,
FSINS,Insurance,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.044441171,,
FSINS,Insurance,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.044441171,,
FSINS,Insurance,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.044441171,,
FSINS,Insurance,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.044441171,,
FSINS,Insurance,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.044441171,,
CS,Computer,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.015950257,,
CS,Computer,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.015950257,,
CS,Computer,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.015950257,,
CS,Computer,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.015950257,,
CS,Computer,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.015950257,,
CO,Construction,STRI,Indicator STRI,SVN,Slovenia,2014,2014,0.075498752,,
CO,Construction,STRI,Indicator STRI,SVN,Slovenia,2015,2015,0.075498752,,
CO,Construction,STRI,Indicator STRI,SVN,Slovenia,2016,2016,0.075498752,,
CO,Construction,STRI,Indicator STRI,SVN,Slovenia,2017,2017,0.075498752,,
CO,Construction,STRI,Indicator STRI,SVN,Slovenia,2018,2018,0.075498752,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.012429379,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.039649165,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.039649165,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.039649165,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.039649165,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.039649165,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.014968023,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.014968023,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.014968023,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.014968023,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.014968023,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.013960572,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.055305702,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.055782623,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.03409887,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.03409887,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.03409887,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.03409887,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.03409887,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.020116463,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.020116463,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.020116463,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.020116463,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.020116463,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.018079611,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
TC,Telecom,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
TRAIR,Air transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.028162943,,
TRAIR,Air transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.028162943,,
TRAIR,Air transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.028162943,,
TRAIR,Air transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.028162943,,
TRAIR,Air transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.028162943,,
TRROF,Road freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
TRROF,Road freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
TRROF,Road freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
TRROF,Road freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
TRROF,Road freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.013875588,,
TRRAI,Rail freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.013875588,,
TRRAI,Rail freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.013875588,,
TRRAI,Rail freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.013875588,,
TRRAI,Rail freight transport,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.013875588,,
CR,Courier,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
CR,Courier,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
CR,Courier,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
CR,Courier,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
CR,Courier,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
DS,Distribution,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
DS,Distribution,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
DS,Distribution,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
DS,Distribution,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
DS,Distribution,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
FSBNK,Commercial banking,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
FSBNK,Commercial banking,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
FSBNK,Commercial banking,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
FSBNK,Commercial banking,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
FSBNK,Commercial banking,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
FSINS,Insurance,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0.006525502,,
FSINS,Insurance,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0.006525502,,
FSINS,Insurance,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0.006525502,,
FSINS,Insurance,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0.006525502,,
FSINS,Insurance,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0.006525502,,
CS,Computer,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
CS,Computer,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
CS,Computer,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
CS,Computer,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
CS,Computer,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
CO,Construction,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2014,2014,0,,
CO,Construction,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2015,2015,0,,
CO,Construction,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2016,2016,0,,
CO,Construction,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2017,2017,0,,
CO,Construction,CLAS1_1,Restrictions on foreign entry,AUT,Austria,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.012429379,,
LSCAR,Logistics cargo-handling,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.012429379,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.013216388,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.013216388,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.013216388,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.013216388,,
LSSTG,Logistics storage and warehouse,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.013216388,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.013960572,,
LSCUS,Logistics customs brokerage,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.013960572,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.055305702,,
PSACC,Accounting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.055305702,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.055782623,,
PSARC,Architecture,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.055782623,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0,,
PSENG,Engineering,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.030174695,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.030174695,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.030174695,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.030174695,,
PSLEG,Legal,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.030174695,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0,,
ASMOT,Motion pictures,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.018079611,,
ASBRD,Broadcasting,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2018,2018,0.018079611,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2014,2014,0.007889546,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2015,2015,0.007889546,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2016,2016,0.007889546,,
ASSOU,Sound recording,CLAS1_1,Restrictions on foreign entry,BEL,Belgium,2017,2017,0.007889546,,
